台湾,#genre#
寰宇新闻台湾台,mitv://generationnexxxt.com:19806/1fba4f9f4583443abd4695d0c46182b2.ts
台视财经台,mitv://generationnexxxt.com:19806/ec9247281c984a6e980b1d0b1db98002.ts
东森新闻台(备),mitv://generationnexxxt.com:19806/2f8cc4ec63c342bcbfd73e1b79c591d3.ts
镜新闻,mitv://generationnexxxt.com:19806/3cada11582784405b35fe1d3bed65c7d.ts
Fox News,mitv://generationnexxxt.com:19806/0ca77bf69d4a4777a2e145f1158814a3.ts
BBC World News,mitv://generationnexxxt.com:19806/e47a7f3ef6714885a39d5eedebffd158.ts
CNN USA,mitv://generationnexxxt.com:19806/0bb7d854f1404400bfa64c6fd66403a5.ts
CBC News,mitv://generationnexxxt.com:19806/f4f2d24eb46f42c693d83e97290457e8.ts
MSNBC,mitv://generationnexxxt.com:19806/f41402a7080d4530bb718ca01c1e6f61.ts
CTV News,mitv://generationnexxxt.com:19806/be706e24ed1f4245876b3e0ddc697571.ts
Business News Network,mitv://generationnexxxt.com:19806/40cf9cc6515c4770979837c8974c112c.ts
CP24,mitv://generationnexxxt.com:19806/5efde580fc9e4f699ccaba83c1a97085.ts
The Weather Network,mitv://generationnexxxt.com:19806/feee91e7ee4541c3a24b385477b35378.ts
The Weather Channel,mitv://generationnexxxt.com:19806/bd27010686a04dd9bcd17fcedce18344.ts
音乐,#genre#
MTV,mitv://generationnexxxt.com:19806/6a56e08561c342c5bf9c85a3dafd3c3e.ts
Music Japan TV,mitv://generationnexxxt.com:19806/f898f0324e99499296ee859f4eb8d3ea.ts
MTV Live,mitv://generationnexxxt.com:19806/ee0b3600ae284e5d8af143de9642fa1a.ts
Mezzo Live,mitv://generationnexxxt.com:19806/8d0074c4d67d4fb2b27bc8e844d17440.ts
CLASSICA 古典乐,mitv://generationnexxxt.com:19806/43c78a976f0d460eb1ab2ac1e68f99ab.ts
CMusic,mitv://generationnexxxt.com:19806/000c45a51f234a93aa3bceb2790c2d21.ts
体育,#genre#
CCTV5,mitv://generationnexxxt.com:19806/3b142cffb4924301b28c5f605630801e.ts
CCTV5+,mitv://generationnexxxt.com:19806/523c903908b7424f9f71bf77a2427b71.ts
魅力足球,mitv://generationnexxxt.com:19806/8c75b45557f64dbba65257a5c9096077.ts
五星体育,mitv://generationnexxxt.com:19806/959661cff0a04f3992d128dd93281579.ts
广东体育,mitv://generationnexxxt.com:19806/e9e2075a549c4f98802b4c029614289d.ts
Sky Sports Golf,mitv://generationnexxxt.com:19806/f7979f7719e84f04b70cb3ea3151553c.ts
Sky Sports Premier League,mitv://generationnexxxt.com:19806/4f70c7b9ee6340949293e813bdb4b7fc.ts
Astro Arena,mitv://generationnexxxt.com:19806/8be35ecb77f54e479652bf42d737f3db.ts
Astro SuperSport,mitv://generationnexxxt.com:19806/f6fc53b0b0fe47ff9bf6d40eec7705f0.ts
Astro SuperSport 2,mitv://generationnexxxt.com:19806/584adade1c8d4db0b2823cd15b3fd0e9.ts
Astro SuperSport 3,mitv://generationnexxxt.com:19806/0ae4bbc8b3e34a75b728ebddd2bbad42.ts
Astro SuperSport 4,mitv://generationnexxxt.com:19806/80de42b5188745979efecd3007daeaa8.ts
beIN Sports 3,mitv://generationnexxxt.com:19806/ade2ee776a684bbca72d37b951bf0d61.ts
WWE,mitv://generationnexxxt.com:19806/157d295b0933470ab2c880d58a7f14ce.ts
纬来育乐台,mitv://generationnexxxt.com:19806/84885be7539246d1b1d7ceaf05259eab.ts
纬来体育台,mitv://generationnexxxt.com:19806/968fd1ec87364835bcdc75e73f98a955.ts
ELEVEN体育1台,mitv://generationnexxxt.com:19806/11a537d5ef744372873ed4e87225f589.ts
Z频道,mitv://generationnexxxt.com:19806/07c9a9e0f9984f17943c6f73f98aefa4.ts
J Sports 1,mitv://generationnexxxt.com:19806/ec9e8e130dc8450f9ab54033ec0838cb.ts
J Sports 2,mitv://generationnexxxt.com:19806/61de10ba994a49ebaedf836962f9065a.ts
J Sports 3,mitv://generationnexxxt.com:19806/00003bb75b5044739df061845fc5ddce.ts
J Sports 4,mitv://generationnexxxt.com:19806/8b6d39de46c7464297947f368e623270.ts
Skynet Sports HD,mitv://generationnexxxt.com:19806/a058e07556204a1ab4287b441eb54e05.ts
Skynet Sports 2,mitv://generationnexxxt.com:19806/fb0b368a0dce4d7c8b9002a3180d8d2f.ts
Skynet Sports 5,mitv://generationnexxxt.com:19806/cfb47a7ba5d2491ebe8b354e58c1cc43.ts
Skynet Sports 6,mitv://generationnexxxt.com:19806/b5ee6b4f6bb543cd8a1f426faa16821a.ts
Fight Sports,mitv://generationnexxxt.com:19806/78bd0cc13a8840fcb8af0440258a8357.ts
ESPN,mitv://generationnexxxt.com:19806/eb2c51ee510841a9b7845b6d13309e9c.ts
HKC 18,mitv://generationnexxxt.com:19806/2ea5b3599fc94ffbaf94bcec0b1a436d.ts
HKC 603,mitv://generationnexxxt.com:19806/2141e79414314275a21c96d6b9a74933.ts
HKC体育台,mitv://generationnexxxt.com:19806/edd0e12a6a464363a6bf754f4ecc0b99.ts
HKC Sports Plus 1,mitv://generationnexxxt.com:19806/82f71e9986084c86a85807f6fa9ab8a5.ts
爱尔达体育1台(备),mitv://generationnexxxt.com:19806/b3e6a712313c430cbe0563953d8bc1bf.ts
爱尔达体育2台,mitv://generationnexxxt.com:19806/f6c91b97b74a43e4846aff1c433be935.ts
TRACE Sport Stars,mitv://generationnexxxt.com:19806/d15336bedfd4443f9bbbf66af10c05e7.ts
博斯高球,mitv://generationnexxxt.com:19806/1e686749d70e4930be5b926def713907.ts
博斯高球二台,mitv://generationnexxxt.com:19806/9ad2e789a1f24414b5ba3bce8225638f.ts
博斯网球台,mitv://generationnexxxt.com:19806/eabbb39b2df84ec7b180dd07d003e801.ts
博斯魅力网,mitv://generationnexxxt.com:19806/79e1743aa91c4a3f9b356d3e623aaa1e.ts
博斯无限台,mitv://generationnexxxt.com:19806/388b178d61794d16a7f53bbea14a1d82.ts
博斯无限二台,mitv://generationnexxxt.com:19806/c72f3545e44c43ada003f77cb4fbfcad.ts
SPOTV,mitv://generationnexxxt.com:19806/c028696060a84386bcd49c9e012904d7.ts
博斯运动,mitv://generationnexxxt.com:19806/69f6752a9d7b43d4b82c649b645a6028.ts
ELEVEN体育2台,mitv://generationnexxxt.com:19806/1361798c02e24ee29c845b70ee4b5715.ts
智林体育台,mitv://generationnexxxt.com:19806/8aec43ce170d42ee8168f04aad54ba6d.ts
博斯运动二台,mitv://generationnexxxt.com:19806/13330f2946b14921ac4ba04f38403f80.ts
beIN Sports,mitv://generationnexxxt.com:19806/46375137a35944a38e828ec083096cd9.ts
Eurosport HD,mitv://generationnexxxt.com:19806/aa9706fa55c84772a56fd959f7abdd45.ts
Hub Premier 1,mitv://generationnexxxt.com:19806/4b83405f738042d084055fee7295f311.ts
Astro SuperSport 5,mitv://generationnexxxt.com:19806/09638fd935964473a20e9260baf2a756.ts
HKC Sports Plus 3,mitv://generationnexxxt.com:19806/a27709fdfa574a5f9ca52c490a37435b.ts
NBA,mitv://generationnexxxt.com:19806/65f8f2a53b6342ffb4b8d2a8542bc623.ts
eGG Network,mitv://generationnexxxt.com:19806/afc9e147576d41eda59da886563a3d1c.ts
CCTV16,mitv://generationnexxxt.com:19806/1fad65cc089b41fb9f35b66bc73800e4.ts
beIN Sports 2,mitv://generationnexxxt.com:19806/1aa64e5459b04b32a0618b7226e0a3c0.ts
爱尔达体育1台,mitv://generationnexxxt.com:19806/22b207b2ae5e42dc81069148be39a031.ts
爱尔达体育3台,mitv://generationnexxxt.com:19806/e29ea7f3ca40439793b00f6006322f12.ts
Hub Sports 1,mitv://generationnexxxt.com:19806/5b7034df7dcd4ccabcb0137f0991a274.ts
Hub Sports 2,mitv://generationnexxxt.com:19806/2d881919b62242f4930fda32837eb7df.ts
Hub Sports 3,mitv://generationnexxxt.com:19806/6101d0aff0654f73812cb15c57df9f59.ts
Hub Sports 4,mitv://generationnexxxt.com:19806/6324a78a0d4549fc859b68804438bbe6.ts
Hub Sports 5,mitv://generationnexxxt.com:19806/58395e1ea80a40069a5e30c9917d1a97.ts
Hub Premier 2,mitv://generationnexxxt.com:19806/a52cc083e7324b2dbd8090feecc66033.ts
Hub Premier 3,mitv://generationnexxxt.com:19806/758cc0162ca14f8fa7c343d94a60bbaa.ts
Hub Premier 4,mitv://generationnexxxt.com:19806/63c113c5000c33e60c09bddc378b7580 .ts
Hub Premier 5,mitv://generationnexxxt.com:19806/8e3b8175500b492484df4112711ca978.ts
Sky Sports F1,mitv://generationnexxxt.com:19806/8d0465b1adcc4d5aa8a9fd3c6573da3c.ts
Sky Sports Arena,mitv://generationnexxxt.com:19806/8af1b56b67504c4fbf3151129ab9c4d8.ts
Sky Sports Main Event,mitv://generationnexxxt.com:19806/347b0cb9ec284f25883567a0e9fee211.ts
Sky Sports Cricket,mitv://generationnexxxt.com:19806/4c8af69d907a45a5a2fc2977409bf3ef.ts
Sky Sports Action,mitv://generationnexxxt.com:19806/832cfec045fd458f9a490f07770bb879.ts
Golf Channel,mitv://generationnexxxt.com:19806/69981dfb0eb64aea9b1216f81dd80909.ts
知识,#genre#
CCTV9,mitv://generationnexxxt.com:19806/5f684b66c63e4e13a64d397bdcfc6080.ts
国家地理频道,mitv://generationnexxxt.com:19806/9a869b3585c84caf9c7b9a3fa091e44a.ts
探索频道,mitv://generationnexxxt.com:19806/14dd277b71834ab88a92f6546dec3ae2.ts
TLC旅游生活,mitv://generationnexxxt.com:19806/f522964c7c4443bbb4de42df825063fa.ts
动物星球,mitv://generationnexxxt.com:19806/5e52c801c56f4ba499249811817d1fdf.ts
Nat Geo Wild,mitv://generationnexxxt.com:19806/789748eb75bb4c3b9522742df4eaee1b.ts
ELTV生活英语台,mitv://generationnexxxt.com:19806/db771beeaba44c6bad9a8801f8071035.ts
达文西频道,mitv://generationnexxxt.com:19806/482d96c33284452f9f0a72ed1131a78f.ts
国家地理高画质野生频道,mitv://generationnexxxt.com:19806/3b9bf42549604a2ab036b392b5108cf7.ts
BBC Earth,mitv://generationnexxxt.com:19806/3c2c6ac179f448f5ae5d9cc8abc5efb4.ts
Discovery Asia,mitv://generationnexxxt.com:19806/63ec7853effa4011a77569913c8fe5e7.ts
Discovery科学频道,mitv://generationnexxxt.com:19806/7157f2127328417daedb7083ac5e7ea2.ts
DMAX,mitv://generationnexxxt.com:19806/40a2d5922fb24a5f96900536dc212cbf.ts
EVE,mitv://generationnexxxt.com:19806/cb003e49d5224ce09856f1c1770c32e5.ts
滚动力rollor,mitv://generationnexxxt.com:19806/7d325479411f41c49a945e80c7bdaf97.ts
歷史频道,mitv://generationnexxxt.com:19806/de642a93cfae4af18c8e47af38c796ce.ts
罪案侦缉频道,mitv://generationnexxxt.com:19806/86f73b65769a48bbaf9bd83fd430df8a.ts
BBC Lifestyle,mitv://generationnexxxt.com:19806/f030035e810744eebe54fb9a30b6497b.ts
LUXE TV,mitv://generationnexxxt.com:19806/63c2fe237e75428eaaea2ae9fd1750ab.ts
Lifetime,mitv://generationnexxxt.com:19806/adde7c4d8aaa48638f0ec9d36f5c2c93.ts
KLT-靖天国际台,mitv://generationnexxxt.com:19806/e4a17f356b044d28b014797d13fd9d58.ts
HGTV居家乐活频道,mitv://generationnexxxt.com:19806/61c2aee42c734f499d74af79bb820207.ts
Love Nature,mitv://generationnexxxt.com:19806/e847a5ed513f4f7d84611b80996078f4.ts
美食星球,mitv://generationnexxxt.com:19806/48a5325e74354deaa422edba7a4a75b6.ts
亚洲美食频道,mitv://generationnexxxt.com:19806/1ba5704443ec4f0aa32e9eb079008758.ts
Food Network,mitv://generationnexxxt.com:19806/59775ab5a3ac40be8aaf5db50417b2c6.ts
亚洲旅游台,mitv://generationnexxxt.com:19806/b560014689fa4f339bf68f059ca51255.ts
EYE TV旅游台,mitv://generationnexxxt.com:19806/0b1bdbbf73a5429ead599b28ba908e94.ts
时尚频道,mitv://generationnexxxt.com:19806/f6d54ea8fafc433ab2c56d4929cbdd75.ts
TV5MONDE Style 生活时尚,mitv://generationnexxxt.com:19806/50a3974dcf7e431c91e8f212d708cd0f.ts
Travel Channel,mitv://generationnexxxt.com:19806/15369bd05a294d3087377848d53a0a98.ts
儿少,#genre#
CCTV14,mitv://generationnexxxt.com:19806/85745f450c384b1e9a8b632423828e4f.ts
CN卡通频道,mitv://generationnexxxt.com:19806/9416888b4b504892afeb4d99f58246a7.ts
星空卫视,mitv://generationnexxxt.com:19806/940e43349642479a843d8b9bc53c47d3.ts
动漫秀场,mitv://generationnexxxt.com:19806/606e6f2ed605464398838a28a8eedcca.ts
MOMO亲子台,mitv://generationnexxxt.com:19806/c04e318700e14ac5b8ec73dc1e60e1ef.ts
Astro小太阳,mitv://generationnexxxt.com:19806/783861d0aade442c87f4e0dafaf6eb2a.ts
Astro Ceria,mitv://generationnexxxt.com:19806/91018054446042e183ac5f3bdc296f7c.ts
Cartoon Network,mitv://generationnexxxt.com:19806/41375bcbd5094f538f132d3ebb9b2ea6.ts
Nickelodeon,mitv://generationnexxxt.com:19806/f2783df879aa424b9402999698bcd55f.ts
Nick Jr.,mitv://generationnexxxt.com:19806/05c5813e22bf4475b416ec1b35280aa3.ts
Boomerang,mitv://generationnexxxt.com:19806/317cf636b2d448d0867cc1f976064d8a.ts
Animax,mitv://generationnexxxt.com:19806/8e7e1ecb1d064b0e90e168937dc4f803.ts
尼克儿童频道,mitv://generationnexxxt.com:19806/1fee10b3989e4ec7a2c5dfb578c3e4ce.ts
靖洋卡通Nice Bingo,mitv://generationnexxxt.com:19806/11dd85ae6815446bad329bd481096016.ts
靖天卡通台,mitv://generationnexxxt.com:19806/55ab53ad74784fa7b89c3640728faa52.ts
达文西频道,mitv://generationnexxxt.com:19806/482d96c33284452f9f0a72ed1131a78f.ts
Nick Jr.,mitv://generationnexxxt.com:19806/9cb8c8c56c034d738c6b796fd54493a7.ts
Cbeebies,mitv://generationnexxxt.com:19806/e5360fdf2a47418585237c926dfdbaa9.ts
Dreamworks,mitv://generationnexxxt.com:19806/79e76bb4177440f9a318d5a3e5aebc42.ts
Hands Up,mitv://generationnexxxt.com:19806/71c595ca79444d38bb75c51ed6af947d.ts
电影,#genre#
CCTV6,mitv://generationnexxxt.com:19806/fabe340b1cc94bc8a42db4844fb7e497.ts
天映频道,mitv://generationnexxxt.com:19806/92386b47be6544dca5c536204bddc813.ts
天映经典,mitv://generationnexxxt.com:19806/0229760baf0a441bba169ee12d860fb7.ts
tvN Movies HD,mitv://generationnexxxt.com:19806/0c39816f6b864d57a8a7c9c956e31952.ts
HKC电影台,mitv://generationnexxxt.com:19806/dd45accdb93f42b8ae129d7b4bcc1ba5.ts
凤凰电影台,mitv://generationnexxxt.com:19806/9fd9601feb7545e5941996eaefd3fcc3.ts
卫视电影台,mitv://generationnexxxt.com:19806/5382930e1b6d4d87848b2ea1c5408af4.ts
东森电影台,mitv://generationnexxxt.com:19806/12a9884e3f8c4001bea0b328a130ac65.ts
纬来电影台,mitv://generationnexxxt.com:19806/3f15b50db3b142c3b7653d71af90318b.ts
龙祥电影,mitv://generationnexxxt.com:19806/da4d157813624a6380e1fa88be5a4034.ts
HBO,mitv://generationnexxxt.com:19806/2bb7775a3c4a45a4b552f6d819f3c123.ts
东森洋片台,mitv://generationnexxxt.com:19806/9934b0fe4f3e41c2b2c0da6262d7c88e.ts
AXN,mitv://generationnexxxt.com:19806/fd7f630dec3342fca3ba48f1a57315f6.ts
好莱坞电影台,mitv://generationnexxxt.com:19806/76b2dbe2f8ac4fe3aabc5119f3378d31.ts
CINEMAX,mitv://generationnexxxt.com:19806/213cd3fd63f647ca9b30ad0ad67d9a11.ts
纬来育乐台,mitv://generationnexxxt.com:19806/84885be7539246d1b1d7ceaf05259eab.ts
HBO强档鉅献,mitv://generationnexxxt.com:19806/c3f10bb71ea74bb68c9390b3cc7c50c0.ts
HBO原创鉅献,mitv://generationnexxxt.com:19806/69492ac4bba34a11a8de21792a376baf.ts
美亚电影台HD,mitv://generationnexxxt.com:19806/dd098e4bd8c4432da26bf91235f43596.ts
龙华电影,mitv://generationnexxxt.com:19806/caa18819e3884ce9813a067530171bf2.ts
星卫HD电影台,mitv://generationnexxxt.com:19806/d050c38fac8c411aaa9b9a300aeaa1e4.ts
靖天映画,mitv://generationnexxxt.com:19806/6caa39c31eef4f81bfbad1bde5618aef.ts
靖天电影台,mitv://generationnexxxt.com:19806/37f508458d18414ea7ea39ef3094e33a.ts
WARNER TV,mitv://generationnexxxt.com:19806/d4639fbf11424dcf8f2614071d57b567.ts
Star Movies HD,mitv://generationnexxxt.com:19806/3fbe4196c67f45ff9312d1617df03ac4.ts
AMC最爱电影,mitv://generationnexxxt.com:19806/596bc566f5024110b7a9832f4a4e1f86.ts
HBO Family,mitv://generationnexxxt.com:19806/0f5c08c72c364df8b0a97c837e81802d.ts
CatchPlay电影台,mitv://generationnexxxt.com:19806/a1b6fd58115c4a7392ff9b43d5fa1461.ts
CinemaWorld,mitv://generationnexxxt.com:19806/51cabd19f61f4d0797a9950573c68c33.ts
壹电视电影台,mitv://generationnexxxt.com:19806/0c547d4f29db4bef9790f259ee669818.ts
采昌影剧台,mitv://generationnexxxt.com:19806/31c35d1e653f48a6a1ef0ae3afc21216.ts
BOO,mitv://generationnexxxt.com:19806/d01f4e4805c743ea82f6623c4859e3c9.ts
Thrill,mitv://generationnexxxt.com:19806/20093cc9ef3e4571ae35a29f08682471.ts
功夫台(华语),mitv://generationnexxxt.com:19806/651ac61abc284f0598508227494861df.ts
HITS Movies,mitv://generationnexxxt.com:19806/9e0e356e598d4116a9d0f3144516bdfa.ts
SHOWCASE MOVIES,mitv://generationnexxxt.com:19806/beabba149e874fc8a5af2b656d596816.ts
影迷数位电影台,mitv://generationnexxxt.com:19806/ff075ec54a154e2bb7d95b92c89dff59.ts
美亚电影台(粤语),mitv://generationnexxxt.com:19806/ffc2cb77727a4ae19ad234de76c840fd.ts
CHC动作电影,mitv://generationnexxxt.com:19806/1c38c3ebe98f4365978a213d84d1d11b.ts
Star Movies Gold,mitv://generationnexxxt.com:19806/2a0a75b0d7a64e1189c7881c236b4a80.ts
CHC高清电影,mitv://generationnexxxt.com:19806/dd917220abee49abbee90ffa427117ce.ts
CHC家庭影院,mitv://generationnexxxt.com:19806/502a4e7d1559401dbf6d8fbbd765d4a9.ts
戏剧,#genre#
东森戏剧台,mitv://generationnexxxt.com:19806/c2acef8d4ce8440781092f9c6c310f7c.ts
八大戏剧台,mitv://generationnexxxt.com:19806/ce1d90d9e1254c94a845f28fb7fdf121.ts
纬来戏剧台,mitv://generationnexxxt.com:19806/a6680a9740024f0aa3f6a67c8626cf64.ts
三立戏剧台,mitv://generationnexxxt.com:19806/410a9eec5c1d4c5191ee06a59b828a58.ts
龙华戏剧,mitv://generationnexxxt.com:19806/62a2bca1f9f844688a5c1bb78a163e13.ts
靖天戏剧台,mitv://generationnexxxt.com:19806/e2737ea759454aa78156c25d861a9de9.ts
靖洋戏剧台,mitv://generationnexxxt.com:19806/146f03a272894fdd97a4b57059c139e3.ts
EYE TV戏剧台,mitv://generationnexxxt.com:19806/d95a1bbfe35f4b9ba69f50ce0d2e4618.ts
爱尔达影剧台,mitv://generationnexxxt.com:19806/3ead6bd41aaa4df2be79322afa7a3841.ts
Hub娱家,mitv://generationnexxxt.com:19806/4488ebccc495473986b193dab33b7527.ts
亚洲剧台,mitv://generationnexxxt.com:19806/33c1ad8276a34a8e8c46965da4f44e19.ts
SP,#genre#
彩虹e台,mitv://generationnexxxt.com:19806/26193e4740334b55b5ac2a2055439296.ts
彩虹电影台,mitv://generationnexxxt.com:19806/c0a37d19259d4e8781d405f5a086daa8.ts
LOOK TV,mitv://generationnexxxt.com:19806/f8c43fd6cbfd47a296bfed61a33135ae.ts
潘朵啦玩美台,mitv://generationnexxxt.com:19806/e44852f128644c76b6b35cb4953d8e6c.ts
惊艳成人电影台,mitv://generationnexxxt.com:19806/fbceec270a3c4b61b90afea385ea9112.ts
松视1台,mitv://generationnexxxt.com:19806/92c2114176b94e119fab676322c582b0.ts
松视2台,mitv://generationnexxxt.com:19806/d13083f3306544a496d5b5f87ab30281.ts
PLAYBOY,mitv://generationnexxxt.com:19806/8e5d0fed0a4346e2ab51e46a2bf93b8e.ts
香蕉台,mitv://generationnexxxt.com:19806/17d2e415f6514da3842f1467fae4e955.ts
松视3台,mitv://generationnexxxt.com:19806/73a8812084f443c1b3378918ec569471.ts
JStar极限台,mitv://generationnexxxt.com:19806/c927fff68262429db938f1facd454bf2.ts
HAPPY,mitv://generationnexxxt.com:19806/3a8a5adf93674ce2b85012f87ad07709.ts
K,mitv://generationnexxxt.com:19806/e20dca54b1324dac8e48bfa7b604f1b7.ts
